qseqid	sseqid	Gene_catalogue	Enzyme
k117_95261_2	1211115.ALIQ01000049_gene3010	k117_95261_2_EEBR-OA	purM
k117_96021_2	497964.CfE428DRAFT_0654	k117_96021_2_EEBR-OA	pyrE
k117_96864_2	543632.JOJL01000063_gene2287	k117_96864_2_EEBR-OA	phnC
k117_98173_4	A0A521W107	k117_98173_4_EEBR-OA	pyrG
k117_98857_2	433608556	k117_98857_2_EEBR-OA	gnd
k117_98857_3	1123024.AUII01000009_gene2008	k117_98857_3_EEBR-OA	gnd
k117_99988_2	A0A537SU39	k117_99988_2_EEBR-OA	pstS
k117_100547_1	67352.JODS01000003_gene1854	k117_100547_1_EEBR-OB	dut
k117_101366_1	595536.ADVE02000001_gene51	k117_101277_1_EEBR-OB	ppk
k117_101_1	A0A6L5FN51	k117_101366_1_EEBR-OB	pyrG
k117_103414_3	phau:PH4a_11920	k117_103414_3_EEBR-OB	phnC
k117_103753_1	A0A537UG96	k117_103753_1_EEBR-OB	ppc
k117_103753_2	A0A370HTD1	k117_103753_2_EEBR-OB	ppc
k117_106497_4	1380355.JNIJ01000018_gene4516	k117_106497_4_EEBR-OB	purS
k117_106534_1	116625531	k117_106534_1_EEBR-OB	phnC
k117_108460_2	33898.JRHJ01000095_gene3339	k117_108460_2_EEBR-OB	purH
k117_110992_2	A0A1A2WBU9	k117_110992_2_EEBR-OB	purQ
k117_111126_1	9315.ENSMEUP00000002629	k117_111126_1_EEBR-OB	purA
k117_115347_5	mmal:CKJ54_18250	k117_115347_5_EEBR-OB	phnC
k117_116003_1	414996.IL38_15100	k117_116003_1_EEBR-OB	guaB
k117_11621_7	nbr:O3I_032895	k117_11621_7_EEBR-OB	purM
k117_116387_3	gsb:GSUB_00170	k117_116387_3_EEBR-OB	pstB
k117_116551_2	211114.JOEF01000001_gene7537	k117_116551_2_EEBR-OB	phnC
k117_117755_1	vgo:GJW-30_1_01526	k117_117755_1_EEBR-OB	ugpC
k117_119226_12	551275.KB899544_gene1320	k117_119226_12_EEBR-OB	guaA
k117_119607_2	1298864.AUEQ01000008_gene2423	k117_119607_2_EEBR-OB	purN
k117_120620_1	vgo:GJW-30_1_01338	k117_120620_1_EEBR-OB	pstB
k117_121637_1	4530.OS01T0931000-00	k117_121637_1_EEBR-OB	gdh
k117_122442_6	1380394.JADL01000001_gene2435	k117_122442_6_EEBR-OB	phoH
k117_123317_2	1380347.JNII01000009_gene2239	k117_123317_2_EEBR-OB	purH
k117_123365_5	A0A7I7M0V8	k117_123365_5_EEBR-OB	pit
k117_124269_2	116625531	k117_124269_2_EEBR-OB	phnC
k117_126637_1	345341.KUTG_06238	k117_126637_1_EEBR-OB	phnT
k117_126909_1	715226.ABI_45140	k117_126909_1_EEBR-OB	ppc
k117_127582_1	A0A2V5YJT6	k117_127582_1_EEBR-OB	thyA
k117_129645_1	325288599	k117_129645_1_EEBR-OB	adk
k117_131546_3	kphy:AOZ06_49975	k117_131546_3_EEBR-OB	pstB
k117_132825_3	284043027	k117_132825_3_EEBR-OB	phoB
k117_13331_1	318424.EU78_18795	k117_13331_1_EEBR-OB	ppk
k117_13331_2	1380386.JIAW01000007_gene3909	k117_13331_2_EEBR-OB	gdh
k117_134277_1	284046682	k117_134277_1_EEBR-OB	pstB
k117_136399_33	A0A537TQX3	k117_136399_33_EEBR-OB	rpiA
k117_136905_1	hyr:BSY239_2089	k117_136905_1_EEBR-OB	phnC
k117_13730_2	443218.AS9A_4295	k117_13730_2_EEBR-OB	purM
k117_138876_5	1172185.KB911509_gene519	k117_138876_5_EEBR-OB	phnC
k117_139216_1	67352.JODS01000001_gene161	k117_139216_1_EEBR-OB	phnL
k117_140288_1	312115447	k117_140288_1_EEBR-OB	purM
k117_140614_2	1120949.KB903295_gene2300	k117_140614_2_EEBR-OB	phnC
k117_140614_3	1120949.KB903295_gene2300	k117_140614_3_EEBR-OB	phnC
k117_142561_1	strr:EKD16_20685	k117_142561_1_EEBR-OB	pckG
k117_143672_1	A0A358SNR0	k117_143672_1_EEBR-OB	purL
k117_144384_3	mfol:DXT68_14615	k117_144384_3_EEBR-OB	phny
k117_144538_2	1203556.HMPREF1478_01579	k117_144538_2_EEBR-OB	guaA
k117_144682_2	443598.AUFA01000018_gene7570	k117_144682_2_EEBR-OB	ugpE
k117_144887_2	1463917.JODC01000009_gene8683	k117_144887_2_EEBR-OB	pyrH
k117_145113_7	298655.KI912266_gene3161	k117_145113_7_EEBR-OB	phnC
k117_148353_2	1304878.AUGD01000005_gene3383	k117_148353_2_EEBR-OB	gnd
k117_148785_4	497964.CfE428DRAFT_3303	k117_148785_4_EEBR-OB	pyrG
k117_153427_13	284044641	k117_153427_13_EEBR-OB	spoT
k117_156022_1	1038859.AXAU01000002_gene324	k117_156022_1_EEBR-OB	phoD
k117_156499_4	269128318	k117_156499_4_EEBR-OB	RegX3
k117_158404_1	mshg:MSG_02380	k117_158404_1_EEBR-OB	cmk
k117_158404_2	cbq:AL705_08250	k117_158404_2_EEBR-OB	cmk
k117_158435_3	1121946.AUAX01000024_gene7584	k117_158435_3_EEBR-OB	phnC
k117_158947_1	219305.MCAG_04961	k117_158947_1_EEBR-OB	dut
k117_159465_3	1336243.JAEA01000019_gene3347	k117_159465_3_EEBR-OB	tmk
k117_159691_1	1380394.JADL01000002_gene1644	k117_159691_1_EEBR-OB	pckA
k117_163245_5	miv:C4E04_18680	k117_163245_5_EEBR-OB	pyrE
k117_163268_19	1150469.RSPPHO_00219	k117_163268_19_EEBR-OB	purM
k117_164602_3	47839.CCAU010000015_gene4212	k117_164602_3_EEBR-OB	dut
k117_165011_2	1380394.JADL01000001_gene3102	k117_165011_2_EEBR-OB	phnL
k117_165112_1	336179845	k117_165112_1_EEBR-OB	ppk
k117_165425_1	1245475.ANAE01000007_gene4488	k117_165425_1_EEBR-OB	guaB
k117_165858_13	430760430	k117_165858_13_EEBR-OB	deoB
k117_166041_4	469371.Tbis_1701	k117_166041_4_EEBR-OB	purH
k117_166783_1	kphy:AOZ06_41435	k117_166783_1_EEBR-OB	phoP
k117_167482_2	1463854.JOHT01000004_gene809	k117_167482_2_EEBR-OB	purP
k117_168605_2	271961733	k117_168605_2_EEBR-OB	phoB
k117_171619_1	28444.JODQ01000017_gene6518	k117_171619_1_EEBR-OB	ptsI
k117_17275_23	rhz:RHPLAN_68980	k117_1727_4_EEBR-OB	phnC
k117_173106_2	105425.BBPL01000006_gene7076	k117_173106_2_EEBR-OB	pit
k117_174463_3	A0A4R4UAV3	k117_174463_3_EEBR-OB	ugpC
k117_177213_2	1157943.KB892705_gene82	k117_177213_2_EEBR-OB	phnK
k117_17725_1	1380350.JIAP01000005_gene3228	k117_17725_1_EEBR-OB	gdh
k117_177605_1	cuh:BJN34_35510	k117_177605_1_EEBR-OB	gdh
k117_178349_3	ebs:ECTOBSL9_0775	k117_178349_3_EEBR-OB	purK
k117_178873_2	A0A352FMS9	k117_178873_2_EEBR-OB	purM
k117_179018_9	A0A538KDF4	k117_179018_9_EEBR-OB	ndk
k117_182275_5	ros:CTJ15_18730	k117_182275_5_EEBR-OB	phnK
k117_182553_1	A0A2V5S1N8	k117_182553_1_EEBR-OB	adk
k117_182764_3	1449976.KALB_513	k117_182764_3_EEBR-OB	ppk
k117_184652_3	497964.CfE428DRAFT_6312	k117_184652_3_EEBR-OB	adk
k117_184801_2	A0A2V6K3R4	k117_184801_2_EEBR-OB	pyrE
k117_185434_1	A0A537QBS9	k117_185434_1_EEBR-OB	ugpB
k117_185667_1	aea:C2U39_15010	k117_185667_1_EEBR-OB	phnC
k117_186215_1	525368.HMPREF0591_3317	k117_186215_1_EEBR-OB	gdh
k117_188162_1	1380394.JADL01000005_gene5702	k117_188162_1_EEBR-OB	phnT
k117_188906_1	1385519.N801_07215	k117_188906_1_EEBR-OB	nrdB
k117_190484_1	1038867.AXAY01000040_gene5797	k117_190484_1_EEBR-OB	glpT
k117_191995_4	cmb:CSW64_05080	k117_191995_4_EEBR-OB	phoB
k117_195173_2	A0A2W5ZRP1	k117_195173_2_EEBR-OB	purN
k117_19658_1	1121106.JQKB01000119_gene3516	k117_19658_1_EEBR-OB	purK
k117_200983_1	A0A537Q5G8	k117_200983_1_EEBR-OB	pyrH
k117_201357_1	salf:SMD44_06509	k117_201357_1_EEBR-OB	purB
k117_20371_1	325295201	k117_20371_1_EEBR-OB	purH
k117_203726_1	395963.Bind_2775	k117_203726_1_EEBR-OB	tmk
k117_204878_21	284044874	k117_204878_21_EEBR-OB	pyrE
k117_20573_1	34506.g6247	k117_20573_1_EEBR-OB	phnC
k117_206113_2	rmg:Rhom172_0065	k117_206113_2_EEBR-OB	phnC
k117_206675_3	A0A562IUI3	k117_206675_3_EEBR-OB	pyrE
k117_206755_2	1237500.ANBA01000011_gene3548	k117_206755_2_EEBR-OB	phnL
k117_208128_1	209885968	k117_208128_1_EEBR-OB	phnA
k117_20814_2	336179845	k117_20814_2_EEBR-OB	ppk
k117_20838_2	A0A537RKW8	k117_20838_2_EEBR-OB	tmk
k117_209583_1	goc:CXX93_10955	k117_209583_1_EEBR-OB	pyk
k117_209996_3	xii:AMD24_00517	k117_209996_3_EEBR-OB	guaA
k117_209996_4	vai:BU251_04730	k117_209996_4_EEBR-OB	guaA
k117_211255_2	67281.JNZZ01000016_gene6450	k117_211255_2_EEBR-OB	ppa
k117_211353_4	87626.PTD2_21997	k117_211353_4_EEBR-OB	gdh
k117_213575_1	653045.Strvi_0639	k117_213575_1_EEBR-OB	phnC
k117_213841_1	47839.CCAU010000009_gene1458	k117_213841_1_EEBR-OB	phnT
k117_215061_3	1267535.KB906767_gene4853	k117_215061_3_EEBR-OB	pckG
k117_215412_1	lrz:BJI69_20945	k117_215412_1_EEBR-OB	gdh
k117_21606_1	1048339.KB913029_gene1445	k117_21606_1_EEBR-OB	purB
k117_216080_1	rhz:RHPLAN_16600	k117_216080_1_EEBR-OB	phnC
k117_21666_2	A0A2V6M2M7	k117_21666_2_EEBR-OB	tmk
k117_219542_1	A0A358SPB4	k117_219542_1_EEBR-OB	ppk
k117_219740_5	1396418.BATQ01000015_gene4325	k117_219740_5_EEBR-OB	prsA
k117_219966_1	400682.PAC_15710332	k117_219966_1_EEBR-OB	pyrE
k117_221788_2	phr:C6569_20720	k117_221788_2_EEBR-OB	purF
k117_223324_1	2002.JOEQ01000027_gene8033	k117_223324_1_EEBR-OB	guaB
k117_223669_3	861208.AGROH133_15065	k117_223669_3_EEBR-OB	gdh
k117_22541_8	1040989.AWZU01000014_gene4608	k117_22541_8_EEBR-OB	phnC
k117_225911_3	1380386.JIAW01000017_gene3080	k117_225911_3_EEBR-OB	phnN
k117_227215_2	mmm:W7S_14555	k117_227215_2_EEBR-OB	ugpC
k117_231308_2	rhz:RHPLAN_63650	k117_231308_2_EEBR-OB	purT
k117_232241_1	2002.JOEQ01000033_gene1695	k117_232241_1_EEBR-OB	ugpC
k117_234191_1	926564.KI911653_gene1459	k117_234191_1_EEBR-OB	purD
k117_235102_2	500153.JOEK01000002_gene415	k117_235102_2_EEBR-OB	tmk
k117_236521_2	A0A2V6DQK7	k117_236521_2_EEBR-OB	adk
k117_237234_3	1352941.M877_12270	k117_237234_3_EEBR-OB	pyrF
k117_237995_7	A0A1Q7TMG8	k117_237995_7_EEBR-OB	thyA
k117_238192_2	1396141.BATP01000026_gene1005	k117_238192_2_EEBR-OB	guaA
k117_239134_1	271964386	k117_239134_1_EEBR-OB	pyk
k117_239314_2	9315.ENSMEUP00000002629	k117_239314_2_EEBR-OB	purA
k117_241772_4	434389977	k117_241772_4_EEBR-OB	gdh
k117_241876_11	1380394.JADL01000007_gene4711	k117_241876_11_EEBR-OB	purL
k117_241915_3	68570.DC74_7113	k117_241915_3_EEBR-OB	glpQ
k117_242377_5	A0A2V5Z4G2	k117_242377_5_EEBR-OB	pyrE
k117_243708_1	497964.CfE428DRAFT_0284	k117_243708_1_EEBR-OB	phnT
k117_244078_1	1157943.KB892705_gene2711	k117_244078_1_EEBR-OB	ugpC
k117_244371_2	mhad:B586_10690	k117_244371_2_EEBR-OB	pyrH
k117_244448_3	1120936.KB907217_gene3520	k117_244448_3_EEBR-OB	phoB
k117_244846_3	1123508.JH636439_gene1214	k117_244846_3_EEBR-OB	ppdK
k117_245333_3	1454010.JEOE01000012_gene1612	k117_245333_3_EEBR-OB	purH
k117_245553_5	66897.DJ64_09880	k117_245553_5_EEBR-OB	phnK
k117_24817_5	709797.CSIRO_1472	k117_24817_5_EEBR-OB	pstA
k117_249163_11	A0A2W6C146	k117_249163_11_EEBR-OB	purA
k117_252031_10	A0A537R5K0	k117_252031_10_EEBR-OB	pyrE
k117_252922_2	336179845	k117_252922_2_EEBR-OB	ppk
k117_25293_2	1210884.HG799464_gene11083	k117_25293_2_EEBR-OB	phoB
k117_252985_1	419610.Mext_4376	k117_252985_1_EEBR-OB	gdh
k117_253395_1	A0A1Q7VHA3	k117_253395_1_EEBR-OB	purL
k117_255020_1	525368.HMPREF0591_5778	k117_255020_1_EEBR-OB	phoB
k117_255020_2	44454.NF84_15415	k117_255020_2_EEBR-OB	phoR
k117_256329_3	1463887.KL590036_gene3631	k117_256329_3_EEBR-OB	phoB
k117_256545_1	A0A2W6CLA1	k117_256545_1_EEBR-OB	ppk
k117_257556_2	1410620.SHLA_9c000940	k117_257556_2_EEBR-OB	phnC
k117_25889_2	67267.JNXT01000067_gene812	k117_25889_2_EEBR-OB	purD
k117_259977_3	1396141.BATP01000001_gene5393	k117_259977_3_EEBR-OB	pckA
k117_260202_2	1203568.HMPREF1484_01375	k117_260202_2_EEBR-OB	ppk
k117_260517_3	1120956.JHZK01000021_gene1619	k117_260517_3_EEBR-OB	ugpA
k117_26083_1	isc:IscW_ISCW024165	k117_26083_1_EEBR-OB	guaB
k117_260998_1	A0A358STR3	k117_260998_1_EEBR-OB	guaA
k117_261221_1	1120934.KB894404_gene555	k117_261221_1_EEBR-OB	purH
k117_261723_3	A0A1R0VH41	k117_261723_3_EEBR-OB	guaB
k117_261957_1	A0A2V5NDJ3	k117_261957_1_EEBR-OB	purF
k117_262407_6	vgo:GJW-30_1_01540	k117_262407_6_EEBR-OB	guaA
k117_262928_1	A0A537U8K8	k117_262928_1_EEBR-OB	ugpC
k117_26297_6	1040989.AWZU01000001_gene5965	k117_26297_6_EEBR-OB	purA
k117_266159_3	1121004.ATVC01000050_gene898	k117_266159_3_EEBR-OB	phnC
k117_266539_1	1120936.KB907217_gene3520	k117_266539_1_EEBR-OB	phoB
k117_2674_2	hjo:AY555_05530	k117_2674_2_EEBR-OB	pyrG
k117_270799_1	420324.KI912045_gene4135	k117_270799_1_EEBR-OB	phnI
k117_272217_1	404589.Anae109_0540	k117_272217_1_EEBR-OB	phoR
k117_273026_6	935261.JAGL01000011_gene1946	k117_273026_6_EEBR-OB	purF
k117_273217_1	A0A538F369	k117_273217_1_EEBR-OB	pstA
k117_273820_3	lrz:BJI69_20945	k117_273820_3_EEBR-OB	gdh
k117_274064_1	1349820.M707_08320	k117_274064_1_EEBR-OB	rpiA
k117_27470_2	526226.Gbro_3780	k117_27470_2_EEBR-OB	pyrF
k117_275576_3	384216749	k117_275576_3_EEBR-OB	purF
k117_275771_12	A0A538L244	k117_275771_12_EEBR-OB	pstB
k117_275804_3	ari:UM93_02295	k117_275804_3_EEBR-OB	deoB
k117_276272_11	A0A537RH53	k117_276272_11_EEBR-OB	pstS
k117_276272_15	1380394.JADL01000002_gene1599	k117_276272_15_EEBR-OB	pyrF
k117_276272_7	A0A537PU29	k117_276272_7_EEBR-OB	phoU
k117_276711_2	497964.CfE428DRAFT_5687	k117_276711_2_EEBR-OB	nrdB
k117_277134_1	noe:CLI64_18275	k117_277134_1_EEBR-OB	gdh
k117_277152_2	9315.ENSMEUP00000002629	k117_277152_2_EEBR-OB	purA
k117_277403_2	A0A1R0VE58	k117_277403_2_EEBR-OB	tmk
k117_277714_1	psin:CAK95_19800	k117_277714_1_EEBR-OB	dcd
k117_278694_2	1283283.ATXA01000005_gene1989	k117_278694_2_EEBR-OB	ppx
k117_280517_2	1122132.AQYH01000010_gene4020	k117_280517_2_EEBR-OB	phnC
k117_28104_1	1961.JOAK01000015_gene5134	k117_28104_1_EEBR-OB	pstB
k117_282113_1	9315.ENSMEUP00000002629	k117_282113_1_EEBR-OB	purA
k117_282781_2	926564.KI911740_gene3369	k117_282781_2_EEBR-OB	purT
k117_283542_3	284043335	k117_283542_3_EEBR-OB	guaA
k117_283880_2	469819757	k117_283880_2_EEBR-OB	purS
k117_285091_2	A0A2V6L4C1	k117_285091_2_EEBR-OB	ppk
k117_286304_5	kge:TQ33_0987	k117_286304_5_EEBR-OB	ugpC
k117_287992_2	561175.KB894104_gene1149	k117_287992_2_EEBR-OB	ppx
k117_288148_3	sgs:AVL59_23465	k117_288148_3_EEBR-OB	gnd
k117_28881_2	1193181.BN10_900016	k117_28881_2_EEBR-OB	pstB
k117_289896_5	brc:BCCGELA001_27475	k117_289896_5_EEBR-OB	phnC
k117_290621_1	rhz:RHPLAN_44560	k117_290621_1_EEBR-OB	purN
k117_290621_4	A0A537L989	k117_290621_4_EEBR-OB	ndk
k117_29221_1	A0A522QT01	k117_29221_1_EEBR-OB	purD
k117_295651_2	1120934.KB894404_gene555	k117_295651_2_EEBR-OB	purH
k117_295651_3	1961.JOAK01000015_gene5134	k117_295651_3_EEBR-OB	pstB
k117_29573_2	398525.KB900701_gene7552	k117_29573_2_EEBR-OB	gdh
k117_296263_2	A0A538MPX1	k117_296263_2_EEBR-OB	purH
k117_297854_13	284042294	k117_297854_13_EEBR-OB	purN
k117_299669_3	1038867.AXAY01000036_gene7142	k117_299669_3_EEBR-OB	ugpC
k117_301309_5	204773.HEAR2822	k117_301309_5_EEBR-OB	ugpE
k117_30196_2	A0A2V6BZA3	k117_30196_2_EEBR-OB	guaA
k117_305518_2	487521.OCU_33510	k117_305518_2_EEBR-OB	gdh
k117_307335_2	114567817	k117_307335_2_EEBR-OB	ugpC
k117_307706_8	1380394.JADL01000004_gene6071	k117_307706_8_EEBR-OB	phnK
k117_30786_11	A0A537RH23	k117_30786_11_EEBR-OB	ppa
k117_30786_12	A0A537RH23	k117_30786_12_EEBR-OB	ppa
k117_308762_2	1449353.JQMQ01000005_gene436	k117_308762_2_EEBR-OB	phoB
k117_309770_1	1177594.MIC448_2190022	k117_309770_1_EEBR-OB	gdh
k117_310500_2	A0A537ZCI0	k117_310500_2_EEBR-OB	ppa
k117_313140_13	1429916.X566_11550	k117_313140_13_EEBR-OB	pckA
k117_313169_6	A0A1R0VJJ6	k117_313169_6_EEBR-OB	purL
k117_31508_4	vgo:GJW-30_1_02750	k117_31508_4_EEBR-OB	phoB
k117_315707_2	A0A2W6ET82	k117_3157_1_EEBR-OB	pyrE
k117_316560_1	1283283.ATXA01000015_gene127	k117_316560_1_EEBR-OB	phoB
k117_319499_4	1198114.AciX9_2638	k117_319499_4_EEBR-OB	pstC
k117_320419_1	450851.PHZ_c2987	k117_320419_1_EEBR-OB	pstC
k117_320941_5	557599.MKAN_05280	k117_320941_5_EEBR-OB	pphA
k117_321829_2	rhz:RHPLAN_22750	k117_321829_2_EEBR-OB	phoP
k117_323074_4	1089545.KB913037_gene6921	k117_323074_4_EEBR-OB	phnK
k117_324638_1	A0A2V6B4E0	k117_324638_1_EEBR-OB	pyk
k117_324776_2	1380394.JADL01000016_gene404	k117_324776_2_EEBR-OB	phoP
k117_325586_1	phr:C6569_01570	k117_325586_1_EEBR-OB	purH
k117_325746_1	A0A3B0AXN9	k117_325746_1_EEBR-OB	gmk
k117_326490_2	stri:C7M71_011555	k117_326490_2_EEBR-OB	guaA
k117_327039_3	935557.ATYB01000008_gene5671	k117_327039_3_EEBR-OB	phnC
k117_328593_4	284042521	k117_328593_4_EEBR-OB	pyk
k117_329556_2	1411123.JQNH01000001_gene2150	k117_329556_2_EEBR-OB	phoB
k117_329556_3	220925326	k117_329556_3_EEBR-OB	phoB
k117_331267_3	1120949.KB903294_gene3776	k117_331267_3_EEBR-OB	guaA
k117_331738_2	1502851.FG93_03476	k117_331738_2_EEBR-OB	ugpC
k117_331964_3	A0A2V5PS14	k117_331964_3_EEBR-OB	pyrH
k117_332471_4	celz:E5225_14720	k117_332471_4_EEBR-OB	adk
k117_332539_2	A0A358SJD9	k117_332539_2_EEBR-OB	adk
k117_332939_13	1197906.CAJQ02000010_gene3340	k117_332939_13_EEBR-OB	phoB
k117_333532_3	297624412	k117_333532_3_EEBR-OB	gdh
k117_335287_2	1150469.RSPPHO_03054	k117_335287_2_EEBR-OB	purS
k117_33681_5	108805973	k117_33681_5_EEBR-OB	gdh
k117_337932_3	A0A537WC22	k117_337932_3_EEBR-OB	purQ
k117_338139_1	rhz:RHPLAN_22750	k117_338139_1_EEBR-OB	phoP
k117_338424_2	710687.KI912270_gene789	k117_338424_2_EEBR-OB	gdh
k117_338922_1	A0A2V5Z4G2	k117_338922_1_EEBR-OB	pyrE
k117_339473_2	1038859.AXAU01000001_gene3777	k117_339473_2_EEBR-OB	gdh
k117_34004_4	644107.SL1157_3072	k117_34004_4_EEBR-OB	purK
k117_340825_3	1122237.AUGQ01000003_gene2075	k117_340825_3_EEBR-OB	pstB
k117_341286_1	420324.KI912069_gene6360	k117_341286_1_EEBR-OB	gdh
k117_341761_1	1502851.FG93_00436	k117_341761_1_EEBR-OB	phnC
k117_341791_7	497964.CfE428DRAFT_3781	k117_341791_7_EEBR-OB	gdh
k117_342173_3	A0A538GIN1	k117_342173_3_EEBR-OB	pyrG
k117_34271_3	1078020.KEK_16263	k117_34271_3_EEBR-OB	phoU
k117_345265_5	1380394.JADL01000005_gene5406	k117_345265_5_EEBR-OB	phnL
k117_346389_1	883078.HMPREF9695_02987	k117_346389_1_EEBR-OB	pstB
k117_349131_3	1143323.M787_0259	k117_349131_3_EEBR-OB	gdh
k117_349577_2	A0A3D5DNT7	k117_349577_2_EEBR-OB	ndk
k117_352097_5	525368.HMPREF0591_3274	k117_352097_5_EEBR-OB	pckG
k117_355280_1	497964.CfE428DRAFT_2523	k117_355280_1_EEBR-OB	nrdJ
k117_355748_3	882082.SaccyDRAFT_2603	k117_355748_3_EEBR-OB	tmk
k117_357131_3	bac:BamMC406_1337	k117_357131_3_EEBR-OB	gdh
k117_360594_2	noa:BKM31_37840	k117_360594_2_EEBR-OB	phnC
k117_361882_7	brad:BF49_6514	k117_361882_7_EEBR-OB	purM
k117_36430_1	990285.RGCCGE502_21010	k117_36430_1_EEBR-OB	gdh
k117_365866_3	981369.JQMJ01000004_gene4221	k117_365866_3_EEBR-OB	phnK
k117_36876_1	33876.JNXY01000031_gene3102	k117_36876_1_EEBR-OB	gnd
k117_371046_4	A0A2V6K3R4	k117_371046_4_EEBR-OB	pyrE
k117_373726_1	497964.CfE428DRAFT_4260	k117_373726_1_EEBR-OB	pyrG
k117_381952_1	159035803	k117_381952_1_EEBR-OB	pyrE
k117_386809_3	1120956.JHZK01000021_gene1619	k117_386809_3_EEBR-OB	ugpA
k117_387040_2	A0A2V9M3I0	k117_387040_2_EEBR-OB	gnd
k117_391261_3	1038860.AXAP01000039_gene2581	k117_391261_3_EEBR-OB	pstB
k117_391895_5	497964.CfE428DRAFT_6312	k117_391895_5_EEBR-OB	adk
k117_394034_8	909943.HIMB100_00004710	k117_394034_8_EEBR-OB	gmk
k117_399245_2	1206741.BAFX01000086_gene5953	k117_399245_2_EEBR-OB	gdh
k117_400927_1	1380394.JADL01000001_gene2547	k117_400927_1_EEBR-OB	ugpC
k117_401709_5	rhc:RGUI_1132	k117_401709_5_EEBR-OB	ugpC
k117_40246_1	psin:CAK95_22890	k117_40246_1_EEBR-OB	purA
k117_402497_3	1245475.ANAE01000202_gene2169	k117_402497_3_EEBR-OB	pbfA
k117_402734_5	ddq:DDI_1397	k117_402734_5_EEBR-OB	adk
k117_402756_5	1120983.KB894579_gene1984	k117_402756_5_EEBR-OB	purQ
k117_403215_2	vbh:CMV30_15225	k117_403215_2_EEBR-OB	ugpC
k117_405457_1	1078020.KEK_16768	k117_405457_1_EEBR-OB	gdh
k117_406139_1	xii:AMD24_00620	k117_406139_1_EEBR-OB	pstC
k117_406339_1	1120950.KB892804_gene1474	k117_406339_1_EEBR-OB	phoP
k117_407949_13	284042557	k117_407949_13_EEBR-OB	dcd
k117_40814_1	mmm:W7S_09585	k117_40814_1_EEBR-OB	phnC
k117_409163_1	mhad:B586_05370	k117_409163_1_EEBR-OB	purF
k117_41037_3	mshg:MSG_03764	k117_41037_3_EEBR-OB	ugpC
k117_410697_1	39935759	k117_410697_1_EEBR-OB	spoT
k117_412197_3	1394178.AWOO02000050_gene6206	k117_412197_3_EEBR-OB	phnC
k117_412197_4	1394178.AWOO02000050_gene6206	k117_412197_4_EEBR-OB	phnC
k117_412654_3	A0A2V6HJD4	k117_412654_3_EEBR-OB	purH
k117_414252_1	mao:MAP4_1267	k117_414252_1_EEBR-OB	dcd
k117_415060_2	420324.KI912020_gene7434	k117_415060_2_EEBR-OB	gnl
k117_415545_4	A0A653F2Q1	k117_415545_4_EEBR-OB	pstA
k117_418377_1	1120936.KB907208_gene804	k117_418377_1_EEBR-OB	pstB
k117_418586_2	1123073.KB899241_gene2777	k117_418586_2_EEBR-OB	gmk
k117_418586_3	1828.JOKB01000067_gene3555	k117_418586_3_EEBR-OB	pstS
k117_41866_4	876269.ARWA01000001_gene572	k117_41866_4_EEBR-OB	adk
k117_41884_4	216594.MMAR_0387	k117_41884_4_EEBR-OB	gdh
k117_419742_3	888060.HMPREF9081_0131	k117_419742_3_EEBR-OB	phnC
k117_42017_1	87626.PTD2_21997	k117_42017_1_EEBR-OB	gdh
k117_420935_2	A0A0U0W7W1	k117_420935_2_EEBR-OB	phoU
k117_420935_3	A0A1X2FKY0	k117_420935_3_EEBR-OB	pstB
k117_420935_4	525368.HMPREF0591_2292	k117_420935_4_EEBR-OB	pstA
k117_420935_5	mte:CCDC5079_0756	k117_420935_5_EEBR-OB	ppk
k117_420935_6	525368.HMPREF0591_2297	k117_420935_6_EEBR-OB	phoP
k117_421548_1	1082931.KKY_3054	k117_421548_1_EEBR-OB	pstC
k117_42357_1	A0A2V5Q984	k117_42357_1_EEBR-OB	adk
k117_424683_2	525368.HMPREF0591_2829	k117_424683_2_EEBR-OB	pstA
k117_427210_2	935557.ATYB01000009_gene993	k117_427210_2_EEBR-OB	phnC
k117_427237_4	1097668.BYI23_A008130	k117_427237_4_EEBR-OB	ugpE
k117_427289_2	1265310.CCBD010000064_gene980	k117_427289_2_EEBR-OB	gnd
k117_42771_2	1282362.AEAC466_02750	k117_42771_2_EEBR-OB	phnC
k117_42805_2	1038859.AXAU01000026_gene2318	k117_42805_2_EEBR-OB	purD
k117_428734_4	1123320.KB889561_gene4860	k117_428734_4_EEBR-OB	gdh
k117_430329_4	xii:AMD24_00517	k117_430329_4_EEBR-OB	guaA
k117_431962_3	srw:TUE45_05937	k117_431962_3_EEBR-OB	phnC
k117_432310_1	384220569	k117_432310_1_EEBR-OB	pyrE
k117_432872_1	A0A4V2XX49	k117_432872_1_EEBR-OB	ppa
k117_43466_1	brad:BF49_2816	k117_43466_1_EEBR-OB	phoP
k117_436859_2	497964.CfE428DRAFT_4023	k117_436859_2_EEBR-OB	purE
k117_437309_1	362242.MUL_1682	k117_437309_1_EEBR-OB	purM
k117_438105_3	A0A2V5V9H1	k117_438105_3_EEBR-OB	pyrF
k117_439299_3	1120950.KB892804_gene1478	k117_439299_3_EEBR-OB	phnC
k117_439550_1	A0A2V9XY65	k117_439550_1_EEBR-OB	gnd
k117_440604_3	mll:B1R94_24745	k117_440604_3_EEBR-OB	purL
k117_440657_3	296271085	k117_440657_3_EEBR-OB	ppx
